position	firstssb	allssb	rand_mean	rand_sd
0	0.0363205731173417	0.030967188783385998	0.030151889858003596	0.0021492658186414576
1	0.03292418258313119	0.02866688211151058	0.029818789946329964	0.0016543199522912478
2	0.035579077382612706	0.03118608153595293	0.029912924856398432	0.0019106606727716004
3	0.03687450320830041	0.03130300271869813	0.02990578467487233	0.0017460808079437721
4	0.032286825263844826	0.028541523827695748	0.03014262773939732	0.001806876678567382
5	0.0368833110818559	0.03253126412259701	0.029885872159002947	0.002139904600595864
6	0.037500512133912325	0.032597569113439584	0.030229938947256216	0.0018028429449102382
7	0.035253466140855054	0.03243809103660228	0.030144023067386328	0.001985353540164149
8	0.034069398717849496	0.031525093273163066	0.030158256784132975	0.0015981083883482843
9	0.03372702965144102	0.03125845321769259	0.030182240846045406	0.0017098072808270815
10	0.029729383374132633	0.026380483577194677	0.03020105772137354	0.001936082487260116
11	0.030975883031024675	0.027734395578704978	0.02989923362601172	0.0016250384332313625
12	0.03379270449339039	0.029849917008964895	0.02988651859067104	0.0017484487302148952
13	0.03510003234186495	0.030768821132296762	0.03009306895803546	0.0018140986845439078
14	0.03332508383558094	0.029366376869161027	0.030100945737887515	0.0017725164965577296
15	0.03424321690014206	0.0309249508384384	0.030062920817165266	0.0018887468264264802
16	0.03642142314977174	0.03156058994856527	0.030416153956352474	0.001800889011398422
17	0.03438578468274698	0.030108857718692865	0.030098006327073098	0.0019570129373655413
18	0.035250192503512676	0.030280165556211703	0.03040556742382069	0.0020209258431132557
19	0.037257053972284175	0.0313717935717379	0.029870092388464217	0.0018772498834909812
20	0.034952461606136326	0.029468799139339648	0.02992814424324406	0.0019350546197292207
21	0.03326433502718921	0.027906528268417788	0.029892575701935046	0.00193195542423844
22	0.03163508261209306	0.02734515730765547	0.029980918660549034	0.0019573165200747174
23	0.02937403003252474	0.02582953660288285	0.03014970786171513	0.0016833018130576317
24	0.026865524897749262	0.024779633285243644	0.0301010929482476	0.0017078762819060821
25	0.027235799371280817	0.02421076847059936	0.030008331193455248	0.001674799728717647
26	0.0279795135946862	0.024892452453918204	0.029911366018166817	0.0019289897045625143
27	0.02841885514707951	0.024519156583977433	0.03026341784302509	0.0018856066491591851
28	0.024371189417182023	0.021485398993900062	0.029917375987421252	0.001632758426479495
29	0.022159949980623914	0.019126482670410623	0.030103220375519792	0.001795783035165258
30	0.027979048087058214	0.024491813870288003	0.03026832322844086	0.0018466692123855469
31	0.032518839946723464	0.029301261049003016	0.02999304027355205	0.0017478394512237228
32	0.03903594038163866	0.03361574384172929	0.03002128725401362	0.001800647175946992
33	0.0416572065157522	0.035409958773363566	0.030053066050339042	0.001843597920952287
34	0.039967490398499866	0.03449330193006991	0.029930951130794865	0.001678816583511772
35	0.036318904810962456	0.03294254433013117	0.029874520126783648	0.0016701304033757878
36	0.02971507290394717	0.026999748991643452	0.03000694787391353	0.0017864688808606154
37	0.024487918395588636	0.021392157491896692	0.02981275704220543	0.001696812397680399
38	0.027962466027655352	0.022615760001859886	0.0298398530150439	0.0019360284547995192
39	0.03063237046109003	0.02608839881765922	0.030070175477696894	0.0018252978468288328
40	0.029157696462331583	0.02451242296445617	0.030025071537035625	0.0019231295292893517
41	0.025865035216021355	0.022670733587192418	0.030287003147266435	0.0017339544507203146
42	0.025560961450827584	0.02254248189441677	0.02986353816358696	0.0017812257999256897
43	0.027119231668285337	0.024816758334893434	0.029897993846320095	0.0020165296005362236
44	0.027454826923529633	0.023935405722079573	0.029717964853408763	0.0018042139785583967
45	0.028407664782884503	0.02407268915008691	0.03005316983935494	0.001962695911373568
46	0.02771798422476307	0.023778519220948383	0.030154796567802355	0.002058685281756167
47	0.025771536239896864	0.02307543384893276	0.030359170855729162	0.0018264683076068574
48	0.023655500964896558	0.02201010991180165	0.03012564614046749	0.0020394593408540004
49	0.026640885500653848	0.02399320695295501	0.029708720652233	0.001909904088584519
50	0.0293656728537831	0.025589402904692846	0.0299413296070427	0.0016163189265050802
51	0.025527210301616195	0.022447472584863463	0.029923993828828405	0.0016995107224662882
52	0.026868481574482034	0.024517371801161033	0.030189943376454628	0.0018113890281378415
53	0.02683920372649406	0.025759434082884343	0.029891663955562208	0.0016372860496956447
54	0.02758533330907741	0.02457714793504385	0.030121390527115665	0.001869075261494662
55	0.02871392773023934	0.02546437451176037	0.02996560432288437	0.0016735206345462063
56	0.026893281070680796	0.023750239284139957	0.029920784518510563	0.0019535909191938316
57	0.026437213100311493	0.023463745263647067	0.030378170408932283	0.00190680176049201
58	0.027733805742770394	0.02394385834089233	0.03021899558769272	0.0017783552558875576
59	0.027916421255179326	0.02408168569303633	0.0299436864343329	0.0016771379957105433
60	0.02756710872889661	0.024971531209083662	0.029734025104822388	0.0018780004494154874
61	0.02696192750972443	0.023394439326981858	0.029946662959788494	0.0015803427931861025
62	0.026353790261481137	0.023287925556870922	0.030153514281381567	0.0017624086544118767
63	0.026043182613284446	0.02362106610404216	0.03002617437164186	0.001831397344504992
64	0.025950212163823864	0.023939031168869706	0.030134943831463857	0.0018688478967435825
65	0.023861854550686033	0.02251082933633306	0.02992319262496122	0.001987672582768135
66	0.023155389474372425	0.02206914022926268	0.029811950512380694	0.0016337391707312706
67	0.024407688011796467	0.02300406670465448	0.030322723229247006	0.0017376799224837973
68	0.02520551909213835	0.0227184966007075	0.03002546030692152	0.001481998387416338
69	0.0238682305671004	0.021446772113174684	0.029973245584227978	0.0016681654068338237
